1,Dragon Ball Z: Kakarot,55,https://wallpaperaccess.com/full/9819.jpg,2020-01-16 00:00:00,Dragon Ball Z: Kakarot est un jeu vidéo d'action-RPG édité par Bandai Namco Entertainment et développé par CyberConnect2.,RPG,Bandai Namco
6,GTA V,44,https://wallpaperaccess.com/full/938899.jpg,2017-09-17 00:00:00,"Grand Theft Auto V est un jeu vidéo d''action-aventure, développé par Rockstar North et édité par Rockstar Games.",RPG,Rockstar Games
